loanAmnt,interestRate,installment,employmentLength,annualIncome,issueDate,isDefault,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,earliesCreditLine,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,term_3.0,term_5.0,term_nan,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,grade_nan,subGrade_A1,subGrade_A2,subGrade_A3,subGrade_A4,subGrade_A5,subGrade_B1,subGrade_B2,subGrade_B3,subGrade_B4,subGrade_B5,subGrade_C1,subGrade_C2,subGrade_C3,subGrade_C4,subGrade_C5,subGrade_D1,subGrade_D2,subGrade_D3,subGrade_D4,subGrade_D5,subGrade_E1,subGrade_E2,subGrade_E3,subGrade_E4,subGrade_E5,subGrade_F1,subGrade_F2,subGrade_F3,subGrade_F4,subGrade_F5,subGrade_G1,subGrade_G2,subGrade_G3,subGrade_G4,subGrade_G5,subGrade_nan,homeOwnership_0.0,homeOwnership_1.0,homeOwnership_2.0,homeOwnership_3.0,homeOwnership_4.0,homeOwnership_5.0,homeOwnership_nan,verificationStatus_0.0,verificationStatus_1.0,verificationStatus_2.0,verificationStatus_nan,purpose_0.0,purpose_1.0,purpose_2.0,purpose_3.0,purpose_4.0,purpose_5.0,purpose_6.0,purpose_7.0,purpose_8.0,purpose_9.0,purpose_10.0,purpose_11.0,purpose_12.0,purpose_13.0,purpose_nan,regionCode_0.0,regionCode_1.0,regionCode_2.0,regionCode_3.0,regionCode_4.0,regionCode_5.0,regionCode_6.0,regionCode_7.0,regionCode_8.0,regionCode_9.0,regionCode_10.0,regionCode_11.0,regionCode_12.0,regionCode_13.0,regionCode_14.0,regionCode_15.0,regionCode_16.0,regionCode_17.0,regionCode_18.0,regionCode_19.0,regionCode_20.0,regionCode_21.0,regionCode_22.0,regionCode_23.0,regionCode_24.0,regionCode_25.0,regionCode_26.0,regionCode_27.0,regionCode_28.0,regionCode_29.0,regionCode_30.0,regionCode_31.0,regionCode_32.0,regionCode_33.0,regionCode_34.0,regionCode_35.0,regionCode_36.0,regionCode_37.0,regionCode_38.0,regionCode_39.0,regionCode_40.0,regionCode_41.0,regionCode_42.0,regionCode_43.0,regionCode_44.0,regionCode_45.0,regionCode_46.0,regionCode_47.0,regionCode_48.0,regionCode_49.0,regionCode_50.0,regionCode_nan,initialListStatus_0.0,initialListStatus_1.0,initialListStatus_nan,applicationType_0.0,applicationType_1.0,applicationType_nan
25000.0,6.89,770.68,10,409000.0,2313,0,17.51,0.0,730.0,734.0,21.0,1.0,0.0,32686.0,47.6,32.0,6696,0.0,3.0,3.0,3.0,12.0,17.0,10.0,13.0,19.0,3.0,21.0,0.0,0.0,0.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
16000.0,15.59,365.53,8,85000.0,1978,0,11.21,0.0,675.0,679.0,10.0,0.0,0.0,29526.0,75.7,14.0,5235,0.0,6.0,8.0,8.0,6.0,6.0,3.0,9.0,10.0,8.0,10.0,0.0,0.0,0.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3000.0,7.9,93.88,0,96000.0,3682,0,0.19,1.0,735.0,739.0,4.0,0.0,0.0,25.0,0.1,14.0,9283,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6000.0,12.12,199.63,6,70000.0,3135,0,9.79,1.0,715.0,719.0,19.0,0.0,0.0,16966.0,35.8,52.0,9252,0.0,7.0,9.0,9.0,11.0,15.0,23.0,16.0,25.0,9.0,19.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10000.0,15.31,348.18,5,32000.0,3165,0,17.74,0.0,695.0,699.0,13.0,0.0,0.0,9668.0,85.6,38.0,10014,0.0,3.0,4.0,4.0,4.0,13.0,18.0,5.0,20.0,4.0,13.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15000.0,18.99,389.03,3,57000.0,2129,1,35.45,0.0,695.0,699.0,17.0,0.0,0.0,11088.0,49.9,39.0,7730,0.0,7.0,7.0,7.0,8.0,10.0,26.0,9.0,12.0,7.0,17.0,0.0,0.0,0.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
16000.0,14.16,373.63,10,120000.0,2800,0,34.77,1.0,725.0,729.0,12.0,0.0,0.0,1859.0,18.6,39.0,9740,0.0,2.0,5.0,5.0,4.0,17.0,8.0,8.0,27.0,5.0,12.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24000.0,9.99,509.82,8,60000.0,2313,1,12.04,0.0,695.0,699.0,9.0,0.0,0.0,16196.0,47.4,16.0,6543,0.0,5.0,5.0,5.0,6.0,9.0,5.0,8.0,11.0,5.0,9.0,0.0,0.0,0.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1600.0,14.65,55.2,4,40000.0,2435,1,16.53,0.0,670.0,674.0,9.0,0.0,0.0,8923.0,61.5,12.0,4261,0.0,2.0,4.0,4.0,2.0,2.0,3.0,6.0,7.0,4.0,9.0,0.0,0.0,0.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15000.0,15.99,364.7,2,76000.0,1825,0,16.56,0.0,660.0,664.0,11.0,0.0,0.0,12128.0,47.9,18.0,8096,0.0,3.0,5.0,5.0,4.0,7.0,6.0,8.0,11.0,5.0,11.0,0.0,0.0,0.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
15000.0,15.61,361.67,7,55000.0,2890,0,22.0,0.0,700.0,704.0,16.0,0.0,0.0,25383.0,63.0,27.0,8188,0.0,6.0,11.0,11.0,6.0,9.0,7.0,12.0,17.0,11.0,16.0,0.0,0.0,0.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10000.0,21.67,274.32,8,67000.0,2466,1,16.38,0.0,665.0,669.0,12.0,0.0,0.0,24737.0,85.5,23.0,10379,0.0,8.0,8.0,8.0,10.0,13.0,1.0,11.0,22.0,8.0,12.0,0.0,0.0,0.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
16000.0,11.49,527.55,10,340000.0,1886,0,24.61,0.0,710.0,714.0,31.0,0.0,0.0,59690.0,40.7,62.0,10652,0.0,5.0,8.0,8.0,9.0,15.0,26.0,18.0,29.0,8.0,31.0,0.0,0.0,0.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25000.0,7.97,783.07,-1,100000.0,1521,1,1.5,1.0,715.0,719.0,4.0,1.0,1.0,49172.0,82.0,19.0,13574,0.0,1.0,3.0,3.0,6.0,6.0,2.0,3.0,14.0,2.0,4.0,,0.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12000.0,14.33,412.06,1,125000.0,3196,1,17.51,0.0,700.0,704.0,7.0,0.0,0.0,31839.0,78.4,11.0,12387,0.0,3.0,4.0,4.0,3.0,5.0,2.0,6.0,8.0,4.0,7.0,0.0,0.0,0.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
18000.0,21.99,497.04,4,60000.0,2282,0,10.42,1.0,685.0,689.0,7.0,0.0,0.0,9398.0,63.9,23.0,6269,0.0,4.0,5.0,5.0,5.0,14.0,4.0,6.0,19.0,5.0,7.0,0.0,0.0,0.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6500.0,9.17,207.22,2,22000.0,2405,0,37.42,0.0,685.0,689.0,9.0,1.0,1.0,1797.0,11.7,27.0,14244,0.0,2.0,4.0,4.0,5.0,12.0,7.0,7.0,19.0,4.0,9.0,0.0,0.0,0.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
16000.0,6.99,493.97,9,101000.0,2525,0,11.98,0.0,705.0,709.0,8.0,0.0,0.0,17250.0,58.1,27.0,8035,2.0,2.0,4.0,4.0,2.0,6.0,10.0,5.0,12.0,4.0,8.0,0.0,0.0,0.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30000.0,10.9,980.75,10,100000.0,1370,0,6.24,1.0,670.0,674.0,15.0,0.0,0.0,1039.0,7.8,22.0,7365,1.0,3.0,4.0,4.0,6.0,6.0,4.0,13.0,18.0,4.0,15.0,0.0,0.0,0.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
15000.0,14.09,513.33,10,65000.0,3104,0,19.42,0.0,705.0,709.0,13.0,0.0,0.0,15105.0,55.1,38.0,7518,0.0,5.0,7.0,7.0,5.0,17.0,10.0,9.0,25.0,7.0,13.0,0.0,0.0,0.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14000.0,17.57,352.25,10,60000.0,2831,0,16.98,0.0,670.0,674.0,6.0,1.0,1.0,11115.0,60.4,9.0,7273,0.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,5.0,3.0,6.0,0.0,0.0,0.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1000.0,11.44,32.95,10,55000.0,1825,0,21.19,0.0,700.0,704.0,5.0,0.0,0.0,634.0,12.9,28.0,6696,3.0,2.0,2.0,2.0,2.0,5.0,23.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5000.0,15.31,174.09,9,39000.0,2100,0,21.32,3.0,675.0,679.0,9.0,0.0,0.0,5834.0,75.8,15.0,6026,2.0,3.0,4.0,4.0,3.0,5.0,3.0,6.0,12.0,4.0,9.0,0.0,0.0,1.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40000.0,20.0,1486.55,3,112000.0,1613,0,14.88,0.0,740.0,744.0,6.0,0.0,0.0,3413.0,45.5,17.0,5873,0.0,1.0,2.0,2.0,2.0,4.0,12.0,3.0,5.0,2.0,6.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9000.0,11.44,296.53,10,55000.0,2586,0,6.5,0.0,695.0,699.0,13.0,0.0,0.0,8152.0,49.1,28.0,6877,0.0,5.0,7.0,7.0,6.0,12.0,7.0,12.0,21.0,7.0,13.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35000.0,16.29,856.54,5,120000.0,3165,0,16.86,0.0,720.0,724.0,14.0,0.0,0.0,26853.0,53.5,37.0,18749,0.0,3.0,4.0,4.0,6.0,18.0,7.0,10.0,25.0,4.0,14.0,0.0,0.0,0.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15000.0,5.32,451.73,2,66000.0,2100,0,18.04,0.0,690.0,694.0,26.0,0.0,0.0,4142.0,26.1,70.0,6818,0.0,2.0,3.0,3.0,3.0,9.0,49.0,7.0,19.0,3.0,26.0,0.0,0.0,0.0,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7000.0,11.99,232.47,10,55000.0,1460,0,3.37,0.0,690.0,694.0,9.0,0.0,0.0,3879.0,49.1,12.0,5539,0.0,4.0,5.0,5.0,5.0,7.0,0.0,9.0,12.0,6.0,9.0,0.0,0.0,0.0,7.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
20000.0,16.24,705.52,2,70000.0,2859,0,16.9,0.0,680.0,684.0,10.0,0.0,0.0,23779.0,91.8,15.0,6391,0.0,6.0,7.0,7.0,6.0,9.0,2.0,8.0,11.0,7.0,10.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5375.0,17.77,193.7,10,23000.0,3224,0,7.67,0.0,680.0,684.0,6.0,0.0,0.0,3750.0,48.7,7.0,5174,0.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,6.0,0.0,0.0,0.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
15000.0,18.25,382.95,10,50004.0,3652,1,21.41,1.0,685.0,689.0,10.0,0.0,0.0,14020.0,47.7,29.0,11748,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
20000.0,13.99,683.46,10,82000.0,3561,1,15.36,0.0,700.0,704.0,8.0,0.0,0.0,15988.0,71.1,32.0,8310,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
