Topic,Count,话题,Name,Representation,Representative_Docs
231,22,,231_扫黑_除恶_黑恶势力_深圳,"['扫黑', '除恶', '黑恶势力', '深圳', '举报', '反黑', '祖国', '风暴', '思过', '公安消防']","['\ue627 微博 \ue627 祖国 反黑 站 \ue627 扫黑 风暴 \ue627 网络 举报 剪破 黑恶势力 交织 关系网 ## 扫黑 除恶 ## 撕掉 黑恶势力 护身符 ## 扫黑 除恶 打击 黑恶势力 保护伞 ## 扫黑 除恶 举报 平台 \ue627 深圳 深圳 爆料 深圳 微博 发布厅 深圳市 府委 415 两死 一伤 惨案 发生 闹市 思过 公安消防 失职 渎职 \u200b', '\ue627 微博 \ue627 祖国 反黑 站 \ue627 扫黑 风暴 \ue627 网络 举报 剪破 黑恶势力 交织 关系网 ## 扫黑 除恶 ## 撕掉 黑恶势力 护身符 ## 扫黑 除恶 打击 黑恶势力 保护伞 ## 扫黑 除恶 举报 平台 \ue627 深圳 深圳 爆料 深圳 微博 发布厅 深圳市 府委 415 两死 一伤 惨案 发生 闹市 思过 公安消防 失职 渎职 \u200b', '\ue627 微博 \ue627 祖国 反黑 站 \ue627 扫黑 风暴 \ue627 网络 举报 剪破 黑恶势力 交织 关系网 ## 扫黑 除恶 ## 撕掉 黑恶势力 护身符 ## 扫黑 除恶 打击 黑恶势力 保护伞 ## 扫黑 除恶 举报 平台 \ue627 深圳 深圳 爆料 深圳 微博 发布厅 深圳市 府委 415 两死 一伤 惨案 发生 闹市 思过 公安消防 失职 渎职 \u200b']"
232,22,,232_跨市_过节_倡导_流动,"['跨市', '过节', '倡导', '流动', '前往', '减少', '高风险', '到来之际', '区及', '疾控']","['四川 倡导 居民 过节 减少 跨市 州 流动 国庆 假期 到来之际 四川 疾控 发布 防疫 提醒 倡导 居民 过节 减少 跨市 州 流动 前往 中 高风险 区及 县 市 区 非必要 前往 中 高风险 区 市 州 县 市 区 本土 疫情 地区 四川 疾控 专家 特别 提醒 市民 应 配合 社区 \u200b', '四川 倡导 居民 过节 减少 跨市 州 流动 国庆 假期 到来之际 四川 疾控 发布 防疫 提醒 倡导 居民 过节 减少 跨市 州 流动 前往 中 高风险 区及 县 市 区 非必要 前往 中 高风险 区 市 州 县 市 区 本土 疫情 地区 四川 疾控 专家 特别 提醒 市民 应 配合 社区 \u200b', '四川 倡导 居民 过节 减少 跨市 州 流动 国庆 假期 到来之际 四川 疾控 发布 防疫 提醒 倡导 居民 过节 减少 跨市 州 流动 前往 中 高风险 区及 县 市 区 非必要 前往 中 高风险 区 市 州 县 市 区 本土 疫情 地区 四川 疾控 专家 特别 提醒 市民 应 配合 社区 \u200b']"
233,22,,233_字字_学生会_农业大学_学习,"['字字', '学生会', '农业大学', '学习', '抗疫', '网课', '扶霞', '梁文道', '谭剑波', '阅读']","['字字 抗疫 疫情 中 阅读 四川 农业大学 学生会 \u200b', '字字 抗疫 疫情 中 英语 学习 四川 农业大学 学生会 \u200b', '字字 抗疫 疫情 时刻 云 学习 学习 四川 农业大学 学生会 \u200b']"
234,22,,234_郑州市_信阳_龙亭区_西峡县,"['郑州市', '信阳', '龙亭区', '西峡县', '新疆吐鲁番地区', '潢川县', '汝州', '汝州市', '对近', '多例']","['郑州市 新冠 肺炎 疫情 防控 指挥部 办公室 紧急 提醒 近期 国内 疫情 多点 散发 多地 频发 省内 平顶山 汝州市 南阳 西峡县 开封 龙亭区 信阳 潢川县 郑州市 周边地区 均 发生 疫情 我市 筛查 出 多例 河南 汝州 新疆吐鲁番地区 输入 性 病例 郑州市 交通枢纽 城市 面临 外防 输入 内防 反弹 双重 压力 国庆 假期 \u200b', '郑州市 新冠 肺炎 疫情 防控 指挥部 办公室 紧急 提醒 近期 国内 疫情 多点 散发 多地 频发 省内 平顶山 汝州市 南阳 西峡县 开封 龙亭区 信阳 潢川县 郑州市 周边地区 均 发生 疫情 我市 筛查 出 多例 河南 汝州 新疆吐鲁番地区 输入 性 病例 郑州市 交通枢纽 城市 面临 外防 输入 内防 反弹 双重 压力 国庆 假期 \u200b', '郑州市 新冠 肺炎 疫情 防控 指挥部 办公室 紧急 提醒 近期 国内 疫情 多点 散发 多地 频发 省内 平顶山 汝州市 南阳 西峡县 开封 龙亭区 信阳 潢川县 郑州市 周边地区 均 发生 疫情 我市 筛查 出 多例 河南 汝州 新疆吐鲁番地区 输入 性 病例 郑州市 交通枢纽 城市 面临 外防 输入 内防 反弹 双重 压力 国庆 假期 \u200b']"
235,22,,235_野果_猛虎_泄洪_失联,"['野果', '猛虎', '泄洪', '失联', '险情', '罗永', '泉水', '放弃', '拉闸', '终于']","['甘宇 自述 17 天 荒野 求生 瘦 40 斤 身体 多处 骨折 伴有 感染 失联 17 天后 四川 泸定县 湾 东 水电站 28 岁 施工员 甘宇 终于 找到 \u200b 地震 发生 时 甘宇 同事 罗永 第一 时间 拉闸 泄洪 下游 村庄 险情 救助 工友 错过 最佳 逃生 时机 一段 漫长 拖 受伤 身体 \u200b', '甘宇 自述 17 天 荒野 求生 瘦 40 斤 身体 多处 骨折 伴有 感染 失联 17 天后 四川 泸定县 湾 东 水电站 28 岁 施工员 甘宇 终于 找到 \u200b 地震 发生 时 甘宇 同事 罗永 第一 时间 拉闸 泄洪 下游 村庄 险情 救助 工友 错过 最佳 逃生 时机 一段 漫长 拖 受伤 身体 \u200b', '甘宇 自述 17 天 荒野 求生 瘦 40 斤 身体 多处 骨折 伴有 感染 失联 17 天后 四川 泸定县 湾 东 水电站 28 岁 施工员 甘宇 终于 找到 \u200b 地震 发生 时 甘宇 同事 罗永 第一 时间 拉闸 泄洪 下游 村庄 险情 救助 工友 错过 最佳 逃生 时机 一段 漫长 拖 受伤 身体 \u200b']"
236,22,,236_方显_英雄本色_车身_山体,"['方显', '英雄本色', '车身', '山体', '危急', '工人', '几秒', '银猛', '踩油门', '大面积']","['危急 时刻 方显 英雄本色 地震 中 开车 挡 石救 四川 泸定 6.8 级 地震 时 震中 山体 发生 滑坡 工人 正 修筑 堡 坎 危急关头 驾驶 水泥 罐车 杨光 银猛 踩油门 车身 挡 前方 位 工人 赢得 逃生 时间 几秒 山体 大面积 垮塌 车身 损毁 杨光 银 左臂 头部 砸 受伤 谢谢 挺身而出 \u200b', '危急 时刻 方显 英雄本色 地震 中 开车 挡 石救 四川 泸定 6.8 级 地震 时 震中 山体 发生 滑坡 工人 正 修筑 堡 坎 危急关头 驾驶 水泥 罐车 杨光 银猛 踩油门 车身 挡 前方 位 工人 赢得 逃生 时间 几秒 山体 大面积 垮塌 车身 损毁 杨光 银 左臂 头部 砸 受伤 谢谢 挺身而出 \u200b', '危急 时刻 方显 英雄本色 地震 中 开车 挡 石救 四川 泸定 6.8 级 地震 时 震中 山体 发生 滑坡 工人 正 修筑 堡 坎 危急关头 驾驶 水泥 罐车 杨光 银猛 踩油门 车身 挡 前方 位 工人 赢得 逃生 时间 几秒 山体 大面积 垮塌 车身 损毁 杨光 银 左臂 头部 砸 受伤 谢谢 挺身而出 \u200b']"
237,22,,237_罗勇_呼救声_得救_先行,"['罗勇', '呼救声', '得救', '先行', '配图', '停止', '两人', '搜救', '听到', '评论']","['甘宇 泸定 湾 东 水电站 员工 四川 地震 发生 同事 罗勇 两人 先行 逃生 逆行 拉闸 泄洪 保护 下游 村庄 几百人 罗勇 得救 甘宇 失联 17 天 搜救 停止 搜救 村民 倪太高 听到 呼救声 救 评论 配图', '甘宇 泸定 湾 东 水电站 员工 四川 地震 发生 同事 罗勇 两人 先行 逃生 逆行 拉闸 泄洪 保护 下游 村庄 几百人 罗勇 得救 甘宇 失联 17 天 搜救 停止 搜救 村民 倪太高 听到 呼救声 救 评论 配图', '甘宇 泸定 湾 东 水电站 员工 四川 地震 发生 同事 罗勇 两人 先行 逃生 逆行 拉闸 泄洪 保护 下游 村庄 几百人 罗勇 得救 甘宇 失联 17 天 搜救 停止 搜救 村民 倪太高 听到 呼救声 救 评论 配图']"
238,22,,238_过渡_建设_全媒_新华,"['过渡', '建设', '全媒', '新华', '安置', '启动', '铲起', '填平', '堆放', '分工协作']","['新华 全媒 丨 四川 泸定 地震 灾区 启动 过渡 安置 房 建设 O 网页 链接 \u200b', '新华 全媒 丨 四川 泸定 地震 灾区 启动 过渡 安置 房 建设 O 网页 链接 \u200b', '新华 全媒 丨 四川 泸定 地震 灾区 启动 过渡 安置 房 建设 O 网页 链接 \u200b']"
239,22,,239_第一名_一盏灯_诞生_铭记,"['第一名', '一盏灯', '诞生', '铭记', '古镇', '感人', '值得', '磨西', '人民日报', '飞夺']","['值得 铭记 震后 48 小时 12 感人 瞬间 月 日 四川 甘孜 泸定 6.8 级 地震 飞夺 泸定桥 救援 特警 徒手 救出 一名 被困 人员 磨西 古镇 震后 一盏灯 第一名 地震 宝宝 诞生 … 抗震救灾 四川 加油 渡 难关 泸定 安 L 人民日报 微博 视频 \u200b \u200b \u200b', '值得 铭记 震后 48 小时 12 感人 瞬间 月 日 四川 甘孜 泸定 6.8 级 地震 飞夺 泸定桥 救援 特警 徒手 救出 一名 被困 人员 磨西 古镇 震后 一盏灯 第一名 地震 宝宝 诞生 … 抗震救灾 四川 加油 渡 难关 泸定 安 L 人民日报 微博 视频 \u200b \u200b \u200b', '值得 铭记 震后 48 小时 12 感人 瞬间 月 日 四川 甘孜 泸定 6.8 级 地震 飞夺 泸定桥 救援 特警 徒手 救出 一名 被困 人员 磨西 古镇 震后 一盏灯 第一名 地震 宝宝 诞生 … 抗震救灾 四川 加油 渡 难关 泸定 安 L 人民日报 微博 视频 \u200b \u200b \u200b']"
240,22,,240_航线_客票_白云机场_旅客,"['航线', '客票', '白云机场', '旅客', '机场', '进港', '出行', '航班', '更新', '涉及']","['3u 小贴士 下发 川航 涉及 天津 航线 客票 处置 方案 通知 尊敬 旅客 配合 做好 新型 冠状病毒 肺炎 疫情 联防 联控 工作 协助 行程 涉及 天津 航线 旅客 更好 安排 出行 计划 特 发布 航线 客票 处置 方案 适用范围 2022 年 月 19 日 含 前 876 票证 填开 或换 开 国 \u200b', '3u 小贴士 发布 川航 涉及 拉萨 航线 客票 处置 方案 通知 尊敬 旅客 配合 做好 新型 冠状病毒 肺炎 疫情 联防 联控 工作 协助 行程 涉及 拉萨 航线 旅客 更好 安排 出行 计划 特 发布 航线 客票 处置 方案 适用范围 2022 年 月 20 日 含 前 876 票证 填开 或换 开 国内 \u200b', '3u 小贴士 调整 川航 涉及 天津 航线 客票 处置 方案 通知 尊敬 旅客 配合 做好 新型 冠状病毒 肺炎 疫情 联防 联控 工作 协助 行程 涉及 天津 航线 旅客 更好 安排 出行 计划 现 调整 航线 客票 处置 方案 适用范围 2022 年 月 26 日 含 前 876 票证 填开 或换 开 客票 \u200b']"
241,22,,241_245_170_日增_26,"['245', '170', '日增', '26', '28', '636', '526', '福建', '新疆生产建设兵团', '直辖市']","['月 26 日 新增 确诊 245 例 月 26 日 24 时 新型 冠状病毒 肺炎 疫情 最新 情况 月 26 日增 本土 无症状 636 例 月 26 日 24 时 31 个省 自治区 直辖市 新疆生产建设兵团 报告 新增 确诊 病例 245 例 境外 输入 病例 72 例 上海 18 例 广东 14 例 福建 13 例 北京 12 例 四川 例 天津 例 内蒙古 例 辽宁 例 江 \u200b', '月 26 日 新增 确诊 245 例 月 26 日 24 时 新型 冠状病毒 肺炎 疫情 最新 情况 月 26 日增 本土 无症状 636 例 月 26 日 24 时 31 个省 自治区 直辖市 新疆生产建设兵团 报告 新增 确诊 病例 245 例 境外 输入 病例 72 例 上海 18 例 广东 14 例 福建 13 例 北京 12 例 四川 例 天津 例 内蒙古 例 辽宁 例 江 \u200b', '月 26 日 新增 确诊 245 例 月 26 日 24 时 新型 冠状病毒 肺炎 疫情 最新 情况 月 26 日增 本土 无症状 636 例 月 26 日 24 时 31 个省 自治区 直辖市 新疆生产建设兵团 报告 新增 确诊 病例 245 例 境外 输入 病例 72 例 上海 18 例 广东 14 例 福建 13 例 北京 12 例 四川 例 天津 例 内蒙古 例 辽宁 例 江 \u200b']"
242,21,,242_注智抗_赋能_全方位_中国电信,"['注智抗', '赋能', '全方位', '中国电信', '畅通', '助力', '公司', '快速', '响应', '链接']","['快速 响应 保 畅通 赋能 注智抗 疫情 中国电信 四川 公司 全方位 助力 疫情 防控 链接 O 网页 链接 \u200b', '快速 响应 保 畅通 赋能 注智抗 疫情 中国电信 四川 公司 全方位 助力 疫情 防控 链接 O 网页 链接 \u200b', '快速 响应 保 畅通 赋能 注智抗 疫情 中国电信 四川 公司 全方位 助力 疫情 防控 链接 O 网页 链接 \u200b']"
243,21,,243_深圳_除恶_黑恶势力_扫黑,"['深圳', '除恶', '黑恶势力', '扫黑', '访信', '信访办', '新浪', '市府', '人民网', '渎职']","['\ue627 中国 剪破 黑恶势力 交织 关系网 ## 扫黑 除恶 ## 撕掉 黑恶势力 护身符 ## 扫黑 除恶 打击 黑恶势力 保护伞 ## 扫黑 除恶 举报 平台 \ue627 深圳 深圳 爆料 深圳 微博 发布厅 深圳市 府委 415 两死 一伤 惨案 发生 闹市 思过 公安消防 失职 渎职 市府 市委 信访办 访信 回 人民网 新浪 官微 回应 \u200b', '\ue627 中国 剪破 黑恶势力 交织 关系网 ## 扫黑 除恶 ## 撕掉 黑恶势力 护身符 ## 扫黑 除恶 打击 黑恶势力 保护伞 ## 扫黑 除恶 举报 平台 \ue627 深圳 深圳 爆料 深圳 微博 发布厅 深圳市 府委 415 两死 一伤 惨案 发生 闹市 思过 公安消防 失职 渎职 市府 市委 信访办 访信 回 人民网 新浪 官微 回应 \u200b', '\ue627 微博 剪破 黑恶势力 交织 关系网 ## 扫黑 除恶 ## 撕掉 黑恶势力 护身符 ## 扫黑 除恶 打击 黑恶势力 保护伞 ## 扫黑 除恶 举报 平台 \ue627 深圳 深圳 爆料 深圳 微博 发布厅 深圳市 府委 415 两死 一伤 惨案 发生 闹市 思过 公安消防 失职 渎职 市府 市委 信访办 访信 回 人民网 新浪 官微 回应 \u200b']"
244,21,,244_举报_扫黑_真话_除恶,"['举报', '扫黑', '真话', '除恶', '真相', '黑恶势力', '深圳', '反黑', '风暴', '祖国']","['\ue627 深圳 \ue627 说 真话 知 真相 \ue627 微博 \ue627 网络 举报 \ue627 祖国 反黑 站 \ue627 扫黑 风暴 \ue627 网络 举报 剪破 黑恶势力 交织 关系网 ## 扫黑 除恶 ## 撕掉 黑恶势力 护身符 ## 扫黑 除恶 打击 黑恶势力 保护伞 ## 扫黑 除恶 举报 平台 \ue627 深圳 深圳 爆料 深圳 微博 发布厅 深圳市 府委 415 两死 一伤 惨 \u200b', '\ue627 微博 \ue627 说 真话 知 真相 \ue627 微博 \ue627 网络 举报 \ue627 祖国 反黑 站 \ue627 扫黑 风暴 \ue627 网络 举报 剪破 黑恶势力 交织 关系网 ## 扫黑 除恶 ## 撕掉 黑恶势力 护身符 ## 扫黑 除恶 打击 黑恶势力 保护伞 ## 扫黑 除恶 举报 平台 \ue627 深圳 深圳 爆料 深圳 微博 发布厅 深圳市 府委 415 两死 一伤 惨 \u200b', '\ue627 微博 \ue627 说 真话 知 真相 \ue627 微博 \ue627 网络 举报 \ue627 祖国 反黑 站 \ue627 扫黑 风暴 \ue627 网络 举报 剪破 黑恶势力 交织 关系网 ## 扫黑 除恶 ## 撕掉 黑恶势力 护身符 ## 扫黑 除恶 打击 黑恶势力 保护伞 ## 扫黑 除恶 举报 平台 \ue627 深圳 深圳 爆料 深圳 微博 发布厅 深圳市 府委 415 两死 一伤 惨 \u200b']"
245,21,,245_娱乐圈_至死_娱乐_刷新,"['娱乐圈', '至死', '娱乐', '刷新', '一段时间', '感觉', '事情', '内容', '大s', '后备箱']","['倒 娱乐 至死 李 事情 一段时间 四川 贵州 西藏 新疆 疫情 内容 刷新 感觉 少 点', '倒 娱乐 至死 李 事情 一段时间 四川 贵州 西藏 新疆 疫情 内容 刷新 感觉 少 点', '倒 娱乐 至死 李 事情 一段时间 四川 贵州 西藏 新疆 疫情 内容 刷新 感觉 少 点']"
246,21,,246_道歉_当事_滞留_属实,"['道歉', '当事', '滞留', '属实', '致歉信', '达川', '官方', '达州市', '隔离', '调查核实']","['四川 隔离 群众 滞留 转运 车 官方 情况 属实 当事 群众 道歉 月 18 日晚 四川 达州市 达川 区 应对 新型 冠状病毒 肺炎 疫情 应急 指挥部 发布 致歉信 称 今日 上午 网民 隔离 群众 滞留 转运 车 调查核实 情况 属实 这是 工作 失误 当事 群众 带来 不便 当事 群众 真诚 道歉 \u200b', '四川 隔离 群众 滞留 转运 车 官方 情况 属实 当事 群众 道歉 月 18 日晚 四川 达州市 达川 区 应对 新型 冠状病毒 肺炎 疫情 应急 指挥部 发布 致歉信 称 今日 上午 网民 隔离 群众 滞留 转运 车 调查核实 情况 属实 这是 工作 失误 当事 群众 带来 不便 当事 群众 真诚 道歉 \u200b', '四川 隔离 群众 滞留 转运 车 官方 情况 属实 当事 群众 道歉 月 18 日晚 四川 达州市 达川 区 应对 新型 冠状病毒 肺炎 疫情 应急 指挥部 发布 致歉信 称 今日 上午 网民 隔离 群众 滞留 转运 车 调查核实 情况 属实 这是 工作 失误 当事 群众 带来 不便 当事 群众 真诚 道歉 \u200b']"
247,21,,247_没亮_驶离_增援_悄悄,"['没亮', '驶离', '增援', '悄悄', '披星戴月', '悄无声息', '胜过', '千言万语', '交接仪式', '拥抱']","['消防 增员队 趁天 没亮 悄悄 驶离 灾区 月 15 日 四川 泸定 多支 消防 增援 队伍 地震 救援 清晨 交接仪式 天 没亮 便 悄悄 驶离 灾区 归建 队友 拥抱 便 胜过 千言万语 ps 披星戴月 悄无声息 走 放心 一路 归途 自有 霞光 相 送 ~ L 中国 消防 微博 视频 \u200b \u200b \u200b', '消防 增援 队 趁天 没亮 悄悄 驶离 灾区 月 15 日 四川 泸定 多支 消防 增援 队伍 地震 救援 清晨 交接仪式 天 没亮 便 悄悄 驶离 灾区 归建 队友 拥抱 便 胜过 千言万语 ps 披星戴月 悄无声息 走 放心 一路 归途 自有 霞光 相 送 ~ O 网页 链接 \u200b', '消防 增援 队 趁天 没亮 悄悄 驶离 灾区 月 15 日 四川 泸定 多支 消防 增援 队伍 地震 救援 清晨 交接仪式 天 没亮 便 悄悄 驶离 灾区 归建 队友 拥抱 便 胜过 千言万语 ps 披星戴月 悄无声息 走 放心 一路 归途 自有 霞光 相 送 \u200b']"
248,21,,248_官微_日增_505_601,"['官微', '日增', '505', '601', '本土', '冠状病毒', '新型', '健康', '159', '最新']","['四川省 新型 冠状病毒 肺炎 疫情 最新 情况 月 24 日 发布 \u200b \u200b \u200b 健康 四川 官微 月 24 日 新增 本土 确诊 159 例 ## 月 24 日 新增 本土 无症状 601 例 \u200b \u200b \u200b', '四川省 新型 冠状病毒 肺炎 疫情 最新 情况 月 24 日 发布 \u200b \u200b \u200b 健康 四川 官微 月 24 日 新增 本土 确诊 159 例 ## 月 24 日 新增 本土 无症状 601 例 \u200b', '四川省 新型 冠状病毒 肺炎 疫情 最新 情况 月 24 日 发布 \u200b \u200b \u200b 健康 四川 官微 月 24 日 新增 本土 确诊 159 例 ## 月 24 日 新增 本土 无症状 601 例 \u200b \u200b \u200b']"
249,21,,249_共度_难关_徐坤_离开,"['共度', '难关', '徐坤', '离开', '万元', '30', '捐赠', '驰援', '希望', '加油']","['\ue627 蔡 徐坤 ? 蔡 徐坤 捐赠 30 万元 驰援 四川 地震 灾区 希望 爱 离开 泸定 加油 共度 难关', '\ue627 蔡 徐坤 ? 蔡 徐坤 捐赠 30 万元 驰援 四川 地震 灾区 希望 爱 离开 泸定 加油 共度 难关', '\ue627 蔡 徐坤 ? 蔡 徐坤 捐赠 30 万元 驰援 四川 地震 灾区 希望 爱 离开 泸定 加油 共度 难关']"
250,21,,250_达州_解封_天天_观察,"['达州', '解封', '天天', '观察', '通川区', '不好', '半个', '达川', '对外', '比达']","['达州 疫情 防控 救命 达州 干什么 成 比达 州 疫情 早 发生 成都 解封 达州 越来越 感觉 达州 封城 久 小区 封 半个 月 天天 做 核酸 新增 病例 zf 做 没 做 实事 居民 配合 工作 希望 四川 观察 \u200b', '达州 疫情 四川 观察', '达州 疫情 四川 观察 达州 发布 央视 新闻']"
251,21,,251_博物馆_博物院_对外开放_限量,"['博物馆', '博物院', '对外开放', '限量', '美术馆', '文化馆', '图书馆', '今起', '开放', '预约']","['资讯 今起 四川 博物馆 陆续 恢复 对外开放 月 18 日 成都市 新型 冠状病毒 肺炎 疫情 防控 指挥部 通告 2022 年 15 号 发布 文化馆 图书馆 博物馆 美术馆 公共 文化 服务 机构 落实 限量 预约 错峰 前提 有序 开放 18 日 四川 博物院 成都 博物馆 成都 金沙 遗址 博物馆 \u200b', '今起 四川 博物馆 陆续 恢复 对外开放 月 18 日 成都市 新型 冠状病毒 肺炎 疫情 防控 指挥部 通告 2022 年 15 号 发布 文化馆 图书馆 博物馆 美术馆 公共 文化 服务 机构 落实 限量 预约 错峰 前提 有序 开放 18 日 四川 博物院 成都 博物馆 成都 金沙 遗址 博物馆 成都 \u200b', '今起 四川 博物馆 陆续 恢复 对外开放 月 18 日 成都市 新型 冠状病毒 肺炎 疫情 防控 指挥部 通告 2022 年 15 号 发布 文化馆 图书馆 博物馆 美术馆 公共 文化 服务 机构 落实 限量 预约 错峰 前提 有序 开放 18 日 四川 博物院 成都 博物馆 成都 金沙 遗址 博物馆 成都 \u200b']"
252,21,,252_我市_请来_认真落实_增大,"['我市', '请来', '认真落实', '增大', '政策', '波及', '成果', '表请', '压力', '多个']","['返 蓉 人员 疫情 防控 政策 近日 国内 疫情 反弹 波及 全国 多个 省 市 区 我市 预防 疫情 输入 压力 增大 请来 返 蓉 人员 认真落实 我市 疫情 防控 政策 维护 疫情 防控 成果 四川省 疫情 防控 重点 地区 提示 表请 查看 链接 O 网页 链接 健康 成都 官微 \u200b \u200b \u200b \u200b', '返 蓉 人员 疫情 防控 政策 近日 国内 疫情 反弹 波及 全国 多个 省 市 区 我市 预防 疫情 输入 压力 增大 请来 返 蓉 人员 认真落实 我市 疫情 防控 政策 维护 疫情 防控 成果 四川省 疫情 防控 重点 地区 提示 表请 查看 链接 O 网页 链接 健康 成都 官微 \u200b', '返 蓉 人员 疫情 防控 政策 近日 国内 疫情 反弹 波及 全国 多个 省 市 区 我市 预防 疫情 输入 压力 增大 请来 返 蓉 人员 认真落实 我市 疫情 防控 政策 维护 疫情 防控 成果 四川省 疫情 防控 重点 地区 提示 表请 查看 链接 O 网页 链接 健康 成都 官微 \u200b \u200b \u200b']"
253,21,,253_重大损失_社会各界_红十字会_鹰角,"['重大损失', '社会各界', '红十字会', '鹰角', '生命财产', '周边地区', '致残', '功能障碍', '基金会', '财产损失']","['四川省 泸定 地震 抗震救灾 捐赠 公告 四川 城市 服务台 2022 年 月 日 12 时 52 分 四川省 甘孜州 泸定县 发生 6.8 级 地震 周边地区 人民 群众 生命财产 重大损失 一方有难 八方支援 四川 灾情 牵动 全国 人民 心 社会各界 纷纷 省市 州 红十字会 慈善 总 基金会 捐 \u200b', '四川省 泸定 地震 抗震救灾 捐赠 公告 四川 城市 服务台 2022 年 月 日 12 时 52 分 四川省 甘孜州 泸定县 发生 6.8 级 地震 周边地区 人民 群众 生命财产 重大损失 一方有难 八方支援 四川 灾情 牵动 全国 人民 心 社会各界 纷纷 省市 州 红十字会 慈善 总 基金会 捐 \u200b', '四川省 泸定 地震 抗震救灾 捐赠 公告 四川 城市 服务台 2022 年 月 日 12 时 52 分 四川省 甘孜州 泸定县 发生 6.8 级 地震 周边地区 人民 群众 生命财产 重大损失 一方有难 八方支援 四川 灾情 牵动 全国 人民 心 社会各界 纷纷 省市 州 红十字会 慈善 总 基金会 捐 \u200b']"
254,21,,254_冰箱_一套_女子_一共,"['冰箱', '一套', '女子', '一共', '房子', '三套', '套房', '两套', '储物篮', '房间内']","['成都 女子 套房 放 11 台 冰箱 囤货 费电 月 日 四川 成都 女子 晒出 疫情 期间 囤 冰箱 视频 视频 中 女子 储物篮 房间内 打开 数台 冰箱 食物 女子 视频 中 一共 三套 房子 两套 打通 一共 近 500 平 老公 一套 父母 一套 孩子 保姆 一套 房子 住 20 年 家里 老人 \u200b', '成都 女子 套房 放 11 台 冰箱 囤货 费电 月 日 四川 成都 女子 晒出 疫情 期间 囤 冰箱 视频 视频 中 女子 储物篮 房间内 打开 数台 冰箱 食物 女子 视频 中 一共 三套 房子 两套 打通 一共 近 500 平 老公 一套 父母 一套 孩子 保姆 一套 房子 住 20 年 家里 老人 \u200b', '成都 女子 套房 放 11 台 冰箱 囤货 费电 月 日 四川 成都 女子 晒出 疫情 期间 囤 冰箱 视频 视频 中 女子 储物篮 房间内 打开 数台 冰箱 食物 女子 视频 中 一共 三套 房子 两套 打通 一共 近 500 平 老公 一套 父母 一套 孩子 保姆 一套 房子 住 20 年 家里 老人 \u200b']"
255,21,,255_纪律_西昌市_典型_违规,"['纪律', '西昌市', '典型', '违规', '案例', '信息', '泄露', '爱乐乐团', '科鑫', '不良影响']","['西昌 通报 违反 疫情 防控 工作 纪律 典型 案例 月 20 日 西昌市 通报 违反 疫情 防控 工作 纪律 典型 案例 西昌市 商务 经济 合作 外事局 副局长 李胜 泄露 疫情 防控 工作 信息 李胜 违反 疫情 防控 工作 纪律 擅自 疫情 防控 工作 敏感 信息 微信 发送给 信息 外泄 不良影响 西昌市 监委 决 \u200b', '凉山 身边 事 西昌 一副 局长 疫情 防控 工作 敏感 信息 发给 外泄 政务 立案 调查 四川 西昌市 纪检委 月 20 日 通报 称 28 疫情 发生 战 疫 过程 中 发生 违规 违纪 违法 西昌市 战 疫 工作 增加 成本 放大 风险 不良影响 严明 纪律 规矩 强化 警示 震慑 切实 筑牢 外防 输入 \u200b', '凉山 身边 事 西昌 一副 局长 疫情 防控 工作 敏感 信息 发给 外泄 政务 立案 调查 四川 西昌市 纪检委 月 20 日 通报 称 28 疫情 发生 战 疫 过程 中 发生 违规 违纪 违法 西昌市 战 疫 工作 增加 成本 放大 风险 不良影响 严明 纪律 规矩 强化 警示 震慑 切实 筑牢 外防 输入 \u200b']"
256,20,,256_画师_漫画_手绘_上用,"['画师', '漫画', '手绘', '上用', '搭桥', '陈春娜', '水流', '湍急', '无畏', '树木']","['画师 手绘 漫画 致敬 救援 人员 近日 浙江 杭州 画师 陈春娜 手绘 漫画 致敬 救援 人员 说 几天 泸定 地震 救援 画面 救援 人员 湍急 水流 上用 树木 搭桥 汶川 哥哥 救 小孩 成长 保护 逆行 英雄 … … 真的 感动 愿 救援 人员 时 无畏 归来 无恙 四川 观察 L 四川 观察 微博 视频 \u200b \u200b', '画师 手绘 漫画 致敬 救援 人员 近日 浙江 杭州 画师 陈春娜 手绘 漫画 致敬 救援 人员 说 几天 泸定 地震 救援 画面 救援 人员 湍急 水流 上用 树木 搭桥 汶川 哥哥 救 小孩 成长 保护 逆行 英雄 … … 真的 感动 愿 救援 人员 时 无畏 归来 无恙 四川 观察 L 四川 观察 微博 视频 \u200b \u200b', '画师 手绘 漫画 致敬 救援 人员 近日 浙江 杭州 画师 陈春娜 手绘 漫画 致敬 救援 人员 说 几天 泸定 地震 救援 画面 救援 人员 湍急 水流 上用 树木 搭桥 汶川 哥哥 救 小孩 成长 保护 逆行 英雄 … … 真的 感动 愿 救援 人员 时 无畏 归来 无恙 四川 观察 L 四川 观察 微博 视频 \u200b \u200b']"
