nick,sig,date,text,forward,comment,like,情感倾向
你一点都不幽默,未认证,2023年05月,抖音真是太好了，为降低生育率做出了极大的贡献。。​,0,0,0,0
宣城市场监督管理,微博官方认证,2023年05月,【避孕药物知多少】目前，我国已经逐渐步入老龄化社会，人口问题事关国家发展和民生福祉。近年来人口老龄化程度加深，为进一步优化生育政策，国家实施一对夫妻可以生育三个子女政策及配套支持措施。但是如果有些夫妻暂时没有生育宝宝的计划，或者需要紧急避孕，会口服避孕药物，如何使用避孕药物才能既​展开c,0,0,0,0
toutou0620,未认证,2023年05月,你养我小，我却未养你老忙碌的一天现在才躺下来看个视频每次我看的表嫂给姥姥洗澡，剪头发，买衣服，我打心里高兴，又打心里自责，每次看我次次难受掉眼泪，90年代初躲计划生育的二女户多数都经历过被丢弃，送人，寄养……而我是幸运的被姥姥呵护长大……我长大成家却离开她很远很远，看不到她的笑看​展开c,0,0,1,0
刘清平杂谈,未认证,2023年05月,家文化啊，难怪//@理白君:21世纪了，醒醒！生育权是人的基本权力，不管生不生都是个人自由，要想鼓励生育就有点实际行动//@PRND21:生儿育女不是基本责任，连这点儿常识都没有的吗？,1,1,1,2
海拉鲁专业捡蘑菇,未认证,2023年05月,果然生命在于运动！想要迅速从生育损伤中恢复还得是认真健身,0,0,0,0
陈土土要暴富呀,未认证,2023年05月,//@sven_shi:他们推的非婚生，是女性靠国家转移支付独立生育。不管儿子和女儿都是随母姓的，因为压根就没有父亲参与。这些专家都是人精，知道大众不接受，就是“话讲一半”，搞男女对立。引起讨论的同时也顺带做了方案的铺垫。//@修了又修:本来我们法律就允许跟母性呀这砖家在说啥？,0,0,0,2
小黄又在碎碎念,未认证,2023年05月,笑死啊啊啊啊//@网络发言大赏://@当红炸子鸡小陈:好莫名其妙😓//@找不到熊熊嘞:感谢诸位为降低生育率做出的杰出贡献,0,0,0,0
用户6796221810,未认证,2023年05月,总以为人生过了某个阶段前面的好事坏事都会过去，但偶然发现婚后生活也不会像自己想的那样，因为不仅有对方，还有双方的家庭，你以为自己在容忍别人，没想到别人也以为别人在容忍你，大到以后是否事业坦荡发财，小到你是否生育，然后你要改变你的思想，你的事业，你的三观和成就一个家庭，你觉得自己付​展开c,0,0,0,1
狮子头萌萌,未认证,2023年05月,一个母亲死了，这个社会不去问责是不是因为环境对儿子太放纵，父亲是不是对儿子教育缺失，家庭是不是因为孙子是单子单传太溺爱，导致他做出有违人伦的事，而是在寻找他的痛苦，找他妈的错……再结合一下携程老板的话，和之前什么狗屁教授说生育下降是女性太独立，巧，女人还真是好的时候怎么也轮不到你​展开c,3,0,25,2
4157tudou,未认证,2023年05月,支持男性三妻四妾抛妻弃子随时随地新孩子再接再厉，每个男性都能开后宫了，一一得一，一二得二，换100个老婆就有100个孩子，生育率怎么会上不去//@我要只吃素:所以叫了这么久，有什么具体的鼓励支持措施吗,0,0,0,0
洋呢大衣,未认证,2023年05月,这要是国内推行怕是生育率更跌了,0,0,0,2
交通安全蜀黍,微博个人认证,2023年05月,“我最讨厌的是穷人还要去生育”，你赞同这位女生的说法吗？L交通安全蜀黍的微博视频​,6,45,167,2
晴天晴天你好呀2202,未认证,2023年05月,#妊娠终止手术一定要在孕14周内做#不知道别乱发好吗？是你开了生育证明的超过了必须有流产证明才可以，如果是意外怀孕超过了十四周也可以做手术的​,0,0,15,0
夏给予我飞扬的青春,未认证,2023年05月,活该你生育率低​,0,0,1,2
无敌霹雳荷包蛋,未认证,2023年05月,//@圆琏小兔:因为我们的性文化里把生育当性的目的把无知当纯洁把愚昧当德行把偏见当原则,0,0,2,2
不如熊猫也不如墩墩,未认证,2023年05月,@清风绕梧桐:大环境都要把吃女人写在明面上了……如果这样还有女人愿意结婚生孩子我只能说多生点以后给我交养老金🙏//@我是一只海獭:永远学不会把女人当人//@亗峸:还是那句话，绝大部分男人根本不会爱人，他们只会“使用”人。//@NancyN211:生育问题老是去问男性，不问生育主体，生育率只有更低,0,0,0,2
霍普金斯大学校长,未认证,2023年05月,//@理白君:21世纪了，醒醒！生育权是人的基本权力，不管生不生都是个人自由，要想鼓励生育就有点实际行动//@PRND21:生儿育女不是基本责任，连这点儿常识都没有的吗？//@半耕农:讲的有点直但生儿育女不是基本责任嘛否则没有未来//@PRND21:味儿太足了//@李淼李三水:图片评论http://t.cn/A6pLr,0,0,0,2
Kasey呀呀呀,未认证,2023年05月,之前在小H书上讨论：杨玉环如果只是寿王妃，会幸福终老吗？最后讨论点归结到了杨玉环的生育问题，因为杨玉环和寿王结婚几年是没有孩子的，和唐玄宗也是没有孩子的，而寿王后来一堆孩子，唐玄宗也是大几十个孩子。忽然想到一个问题，唐玄宗和杨玉环以及杨玉环的家人，肯定都知道孩子对后宫女性的重​展开c,0,0,0,2
徐志煌,未认证,2023年05月,【生育后代应该是一个成年人基于现实情况、充分考虑后的负责任的行为，而不是一种迎合社会、长辈和配偶要求的被动结果。】,0,0,0,1
我看过的狗可是达人的程度,未认证,2023年05月,昨晚久违地点开她vlog是因为看标题说搬家了一点开就是小孩就感觉特别特别恐怖后面开始roomtour我每分每秒都在感叹一个不怕麻烦的人为了婚姻和生育做出了多少让步​,0,0,1,2
三喜味儿脆脆榆,未认证,2023年05月,就这还要求生育呢？结婚搞对象要担多大风险谁敢结？,0,0,0,2
姒娥,未认证,2023年05月,每一个子宫都属于女人自己，贡献生育却不能得到该有的功勋荣誉，自己的身体还要成为大众的议题。//@午后的水妖:没有一个男人会生娃。他们却从来不需要回答这些问题。,0,0,0,2
一只特立独行的蜜蜂,未认证,2023年05月,#妊娠终止手术一定要在孕14周内做#想起我出生，计划生育，快生了来我家找我妈去引产最后还是用钱买的​,0,0,3,0
猫猫教见习生,未认证,2023年05月,//@红酒搭配杜蕾斯:这时候又能拿生育出来了？不是物化自己了？//@yolandaluuu:谁生孩子？孩子姓谁的？,0,0,0,2
想象力很幸福,未认证,2023年05月,恩格斯在《家庭、私有制和国家起源》里这样描述过婚姻制度：“现代独立家庭是建立在对妻子公开或隐蔽的奴役基础之上的。”婚姻制度起源于父权对血统“纯正”的渴求，本质是对女性生育权的剥夺和控制，但是婚姻制度发展到今天已然成为男权文明的象征。〝婚姻的本质保障每一个男人有自己的奴隶。”​,0,0,0,0
时刻延续着,微博个人认证,2023年05月,//@85号星球稳定运转:这生育率低真是该得的,0,0,0,2
-Starlockee-,未认证,2023年05月,p话//@你敢发我就敢夹:搞笑，没子宫的人来研究生育问题。//@讨厌大太阳的澍汐葵:男的自称人口学家就很匪夷所思，他们既不具备生孩子的能力，又不具备养孩子的能力，在这个陌生的领域里却可以凭一张嘴指责女性不付出//@快乐小顾1号机://@l鱼苗I:评论区都好会说//@争气孔:转发微博,0,0,0,2
thiboda,未认证,2023年05月,//@不要温和地走进良夜a:有一种为了生育率小不忍则乱大谋的感觉,0,0,0,2
豆豆要接锦鲤好运,未认证,2023年05月,这篇我在微信上看过了，很恼火，幸好评论区的姐妹为我下火了。也很开心现在越来越多女性看透了一些生育阴谋。,0,0,0,2
无奈而耐,未认证,2023年05月,须要说明的是:1我们现在通常说的计划生育就是一胎政策，开始的时候生产队已经名存实亡，因为已经改革开放分地到户。2代孕开始的时候还没有放开生育政策。,1,0,0,2
大威不是我,未认证,2023年05月,最简单的事情，往往也是最难的事情。比如闭嘴。比如你跟一个人吵架，你以为你吵赢了，你就是赢了。实际上你闭嘴了，才是你真的赢了。而表面上吵架看起来是对方赢了，实际上赢的是你，而不是别人。因为你认为你自己赢了，你就是赢了。你要是认为你吵输了，你就是输了。如果你的内心不想吵，你无​展开c,3,0,3,2
笑看鲸落满城花,未认证,2023年05月,#妹妹是重男轻女的产物#我奶奶从小就给我说什么你以后就不是我们家人了，嫁出去就是别人家的了。她从小似乎就要给我灌输这样的思想。在没有弟弟之前父母很疼我，这个原因导致我的性格心理上很强势，所以一直排斥这个想法，排斥灌输。弟弟当时是中午十二点出生的，我当时三岁，在一个特别大的转椅​展开c,0,9,12,2
要做闲云辣妹发菩提-等乌衣归版,未认证,2023年05月,我们都生活成长于男女不平等的环境里女性付出的承受的一直都多于男性为什么还是要把我也不顾一切的拉向火坑呢。我是愿意受一些心理上的苦但不能承受很多如果非逼我我真的会拉个箱子去那昼夜颠倒的厂子。我不会生育小孩不管别人如何质疑我只要一天生育威胁到我的生命会对我的身体造成难忍的疼​展开c,0,0,0,2
关爱空巢老e,未认证,2023年05月,众所周知，娶要彩礼老婆的男人都是因为没本事找一个不要彩礼的媳妇//@掌心明灯://@网络发言大赏://@当红炸子鸡小陈:好莫名其妙😓//@找不到熊熊嘞:感谢诸位为降低生育率做出的杰出贡献,0,0,0,0
贵阳交通广播,微博官方认证,2023年05月,【6月21日开始网上登记！贵阳2023年义务教育招生政策发布】5月31日，《贵阳市教育局关于做好2023年义务教育招生入学工作的通知》发布，义务教育阶段学校入学网上登记将于6月21日—7月1日进行。《通知》明确——➤2023年我市义务教育招生继续实行网上登记入学，统一实施计划招生管理，公办小学、​展开c,0,0,0,0
快乐森林储蓄箱,未认证,2023年05月,屠龙的胭脂井#屠龙的如果我是你#屠龙姐姐，我是一名幼师，生育率下降的同时，幼师的出路又在哪里呢？希望能被看到。​,0,5,2,2
飞一样的人生小说,未认证,2023年05月,昨天和儿子通话，儿子现在很困惑，一个在211学校学习软件工程的竟然看不到出路在哪里，这在越来越卷的当下，年轻人不生育可能是对自己的绝望吧，不愿生个儿子再来人间受苦吧！​,0,1,1,2
电话_大海_与我,未认证,2023年05月,反正你们活该，计划生育的福报还在后头呢还搁这要人生下来就必须感恩这个感恩那个，自己不争气害得国民受那么多年罪还觉得自己牛逼坏了,0,0,0,0
美国直营月子中心,未认证,2023年05月,来自宝妈视角的照片，宝爸第一次看见女儿的时候双下巴都笑出来了上海IVF客人，客人与丈夫商量第一胎想要一位女宝，现在如愿得女，小宝贝现在是全家人的中心赴美生子/洛杉矶月子中心/单身生育/大龄生子#输卵管堵塞##盆腔积液##输卵管结核#​​​​#多囊卵巢综合征#​,0,1,0,0
而吟赏风烟,未认证,2023年05月,无所谓，结婚率和生育率会给出答案,0,0,0,1
用户7266948592,未认证,2023年05月,女权主义並不是不生孩子的籍口，女性能生育为什么不好好利用，等于男人力量比较大都要利用一下，女性美会化妝一样。真正的女权主义是愿意不婚除精子外不需要男人其他东西抚育孩子养大成人，而不是什么单身主义，女性遗传孩子的比男性的多，女性可以透过非孟德尔式遗传，而男性只能通过孟德尔式遗传，女​展开c,0,0,0,2
SNPisces_816,微博个人认证,2023年05月,3225773夏若乔陆景琛(最新完本小说大结局)夏若乔陆景琛全文阅读笔趣阁全文请到公#众#号【俊美文学】发个：9300，就行了~书名：夏若乔陆景琛主角：夏若乔，陆景琛简介：男人的神情冰冷，和记忆里温柔的人判若两人。这个自己爱了三年的男人，长身玉立站在光里，浑身上下都带着正气和暖意。夏​展开c,0,0,0,0
恩格拉斯,未认证,2023年05月,//@幼稚园今天放学没:hhhhhh好骂//@_吃掉软糖_://@猫猫头看世界:男人一辈子无法生育，怪不得活得那么短，什么都短短的,0,0,0,2
米四条,未认证,2023年05月,生育率下降主因的女性受教育程度高了，人口流动大了，女性见识多了，不好骗了。//@财宝宝:还有这个事情？,0,0,0,2
·无言即是怀仙处,未认证,2023年05月,和能量很高的人聊天真的进步飞速希望以后遇见越来越多的同类人btw，今天看了《钝感力》这本书前面的观点不置可否后中后期有重视女性力量:被安排的生育的艰巨任务是女性力量的绝对体现，在我看来是符合最近我对理解生理自然规律的合乎逻辑的解释。很清晰的认识到在自我开发的路上真的还有很长很​展开c,0,0,2,0
煎炒烹炸炸炸,未认证,2023年05月,//@午后的水妖:既然他们认为“独立女性的副作用是生育下降”，那么在他们的认知中：1-婚内生育是性别压迫而非自主权利；2-婚内生育是不自然的；3-婚内生育是女性不独立的表现。4-他们希望婚内生育多一些。这不就是召唤奴隶制吗？,0,0,0,2
有事问彭叔,微博个人认证,2023年05月,当一个女生开口说，自己最大的价值，是生孩子的时候，她就已经掉进了年龄红利的思维了。生孩子这件事，男人的确做不了，但是，女生也不是一辈子都能做到有生育能力的，当生理期消失以后，生育能力，就结束了。而一般，女生是在50岁左右，压力过大的话，有可能45岁，就会停了。就算一个人，只能生活到​展开c,13,12,149,1
幼稚园今天放学没,未认证,2023年05月,hhhhhh好骂//@_吃掉软糖_://@猫猫头看世界:男人一辈子无法生育，怪不得活得那么短，什么都短短的,1,0,0,2
孤龙傲翔任我行,未认证,2023年05月,中国男人都被计划生育弄成太监了。不会起性了​,0,0,0,2
LLLanbl,未认证,2023年05月,//@85号星球稳定运转:这生育率低真是该得的,0,0,0,2
神话维pirate京girl,未认证,2023年05月,山东有个比较穷的城市，那里农村几乎家家户户至少三个孩子。不能用这个判断经济情况，全红婵家呆的那个贫穷村子连个正经柏油马路都没有，她家是贫穷村里最穷人家之一，结果她爹妈还不是生了四五个娃，那会还有计划生育。。。//@元气桃桃怪:他应该算不上寒门，那个年代生三个罚款可是一笔不小的数字,0,0,0,2
RenXyyyyy,未认证,2023年05月,生育带来的苦难还远远没有结束可怕的产后脱发进行时中做梦到梦到头秃了​,0,0,0,2
心碎中嘤嘤嘤,未认证,2023年05月,回复@戏-有点多:现在政策鼓励女性拥有绝对生育权，给男的去责任化，女性独立也可以养育子女,0,0,0,0
肌肉猛兔挺举三百斤胡萝卜,未认证,2023年05月,//@小竹子林:生育问题都要找男专家聊，可闭嘴吧//@小竹子林:能不能不要什么问题就找个男性“权威专家”,0,0,0,2
野生超大型角太郎出现了,未认证,2023年05月,笑死//@来栖蓝:哈哈哈哈哈//@Tttae_m:笑吐//@不要温和地走进良夜a:有一种为了生育率小不忍则乱大谋的感觉,0,0,1,2
魔燈光喵,未认证,2023年05月,意定监护+单身生育可落户，基本等同于结婚了，我天天说我要结婚，我是认真的，就差女朋友了​,0,0,0,0
上善若水时光浓淡两相宜,未认证,2023年05月,//@行动---心理咨询师:生育权是人的自由，可以鼓励生育，不可道德绑架！,0,0,0,0
OthouFairMoon,未认证,2023年05月,这世界上并不会有这样一碗汤，它既不好喝，也不养身，却总有人劝你喝下去；但婚姻却是这样，反观每一个劝我“人一辈子一定要结婚”的人，其婚姻生活却并不如意，她们关于婚姻和生育下意识的倾诉里总是痛苦居多，无谓的赌气，破碎的睡眠，走样的身材……以至于我现在面对每一个劝我结婚的人，眼前都会幻​展开c,0,0,0,2
银河系的summer,未认证,2023年05月,//@是橙雨伞呀:最近看到一些男性学者谈人口问题，再转一下这条👉“我们一次又一次地将出生率视为一个问题，和一个解决方案，而很少承认生育者的自主权。”“应对人口变化和建设有抵抗力的社会的最佳解决方案是推动性别平等。”,0,0,0,1
拳拳爆锤,未认证,2023年05月,年年都搞这烂事，应该准备带血的卫生巾去扔。//@世界的凛冬2022:哈，可以，这头天天愁生育率，那头就歧视孕妇，有关部门不管管，还想不想要生育率了？,0,0,3,2
_吃一口福桃_,未认证,2023年05月,//@猫猫头看世界:男人一辈子无法生育，怪不得活得那么短，什么都短短的,2,0,1,2
给我一个永恒的谎言,未认证,2023年05月,//@是橙雨伞呀:最近看到一些男性学者谈人口问题，再转一下这条👉“我们一次又一次地将出生率视为一个问题，和一个解决方案，而很少承认生育者的自主权。”“应对人口变化和建设有抵抗力的社会的最佳解决方案是推动性别平等。”,0,0,0,1
慧慧乐乐妈,微博个人认证,2023年05月,"当当300-50优惠码(自营)：7XXPHX，BU3DZQ,FSKEUJ,当当200-40优惠码(自营)：CTZCXG,JFUWRD,QAAPVX当当100-10优惠码(自营)：WS728T,AF2MUM,BTRPWV当当299-100优惠码(名社)：8QGETG，NW8UXP，EM8CTJ当当200-85优惠码(名社)：Q9KESP,CDJPVP,SAKKK7,当当200-85优惠码(名社)：53WZRB,V7E36​展开c",0,0,0,0
-祀岚-,未认证,2023年05月,恭喜林小姐逃过一劫//@Binderok:新时代牌坊//@当红炸子鸡小陈:好莫名其妙😓//@找不到熊熊嘞:感谢诸位为降低生育率做出的杰出贡献,0,0,0,0
用户6626543590,未认证,2023年05月,穷人不生育，家族没后人，如何改变命运呢？,0,0,0,2
胖爸爸美国试管婴儿北京,微博官方认证,2023年05月,超级乖的北京小美宝，爸爸妈妈带宝贝去诊所做身体检查，宝贝非常配合，从出生到今天，宝宝已经出生40多天啦，身体强壮~赴美生子单身生育单身爸爸洛杉矶月子中心#多囊卵巢综合征##盆腔积液##肺动脉高压##子宫内膜异位症#​​​#子宫腺肌症#​​​,0,0,0,0
天心明月zichengqingling,未认证,2023年05月,@李玫瑰:生育跟你没关系的话，穷人生孩子跟你有什么关系//@是小仙苏呀:穷孩子不一定自卑太片面啦,0,0,0,1
云南省人民政府,微博官方认证,2023年05月,【提升特殊困难老年人日常生活安全指数！我省11部门发布实施方案】为更好地提升独居、空巢、留守、失能、重残、计划生育特殊家庭等老年人日常生活安全指数，进一步强化养老服务兜底线、保基本的服务功能，云南省民政厅、中共云南省委政法委员会等11部门联合发布《云南省关于开展特殊困难老年人探访关爱​展开c,1,0,0,0
粉熊的微博,微博个人认证,2023年05月,这个姐姐是生育后肚子形成瀑布状的外挂，加上本身减肥后，腰部松垮，后背也有类似米其林折叠的痕迹，术前整个后背和腰臀没有线条，过度松弛的皮肤，超过皮肤恢复的极限后，【吸脂已经无法解决的情况下，只能通过咨询腹部拉皮求助改变】完成的项目是：1腹壁整形腹部拉皮2腹部年轻化同步腰腹环吸脂​展开c,37,30,247,2
麥美娟Alice,微博个人认证,2023年05月,今天重塑区议会的《条例草案》在立法会首二读。方案自月初出台以来，获得社会各界的大力支持。期望与立法会一同努力，捉紧时间审议《条例草案》，令全面崭新、五光十色、人才汇聚的新一届区议会在明年一月一日如期就任，令我们可将地区治理工作做得更好。我亦出席了立法会「制订全面人口政策」的议员​展开c,18,29,299,0
周奇_上海,未认证,2023年05月,回复@不要温和地走进良夜a:就是那个说“女性独立的副作用是生育下降”的老板专家//@不要温和地走进良夜a:有一种为了生育率小不忍则乱大谋的感觉,0,0,0,2
Dr_任,微博个人认证,2023年05月,#妊娠终止手术一定要在孕14周内做#为了缓解生育率下降，应该禁止非医学原因堕胎​,2,9,7,2
李兴旺啊,未认证,2023年05月,#非婚生育#【帮黑人男友贩毒，被捕后极力为男友开脱，导致主犯逃脱-哔哩哔哩】O网页链接【微博爆料，25岁女子伙同黑人男友侵犯18岁闺蜜-哔哩哔哩】O网页链接【联合国赞赏中国取消艾滋病入境限制-】O网页链接中华文化户口随男方、姓随父系便于快速区分，对各国​展开c,0,0,0,0
天心明月zichengqingling,未认证,2023年05月,//@紫芝伊人:牠们就会：慷她人之慨！抢占女人的生育成果。站着说话不腰疼！//@这也太呢个了叭:评论好典想生的都是男的,0,0,0,0
内幕live_9zov,微博个人认证,2023年05月,特朗普新讲话中承诺：如果他在2024年大选获胜，他将剥夺美国非法移民子女出生时自动获得公民身份的宪法权利。他还发誓要打击生育旅游，这种做法是外国孕妇在怀孕的最后几周前往美国，让她们的孩子成为美国公民。​,13,35,337,0
呆毛竦峙,未认证,2023年05月,做儿童节游园活动的工作人员，心情微妙一来我非常不喜欢小孩也不喜欢嘈杂的环境，二来是疲惫，白天上班晚上还要来糊弄小孩。我肯定是不会生育也不会结婚的​,0,0,2,2
黑琪小火锅,未认证,2023年05月,你们这些专家真的蛮会鬼扯😅要不要看看当今社会大环境下绝大多数年轻人的生存难度和限制？多的是不想生育的年轻人无论男女；别什么都往女性独立身上带，女性独立与否关你们屁事啊🙄️,0,2,1,2
猎奇猫,微博个人认证,2023年05月,有一说一，生活拮据的人该不该生育呢？L猎奇猫的微博视频​,0,2,1,2
不要愁老之将至OwO,未认证,2023年05月,//@不会笑的柴郡猫:有的，我看过一个笔记也是写这个的，笑得我//@起肖蔷:要是每个女的生育前都上上分娩课育婴课带娃课，我估计生育率就当场归零了🙊//@顾惜之://@楚惜刀:这些课多好啊，教你怎么做父母//@E_clip_se:有的！我的好多高中同学都上了这门课！然后每个人都肉眼可见的憔悴,0,0,0,0
明玉笙寒,微博个人认证,2023年05月,真正有效的疫苗啥时候出来啊//@佛心蛊虫2://@王小亚:现在已经多少人胎停了、耽搁生育了，多少人死亡和丧失或半丧失劳动力了，再过三年要是没有效果好的疫苗，真危险很大，尤其又到了八国联军准备打我们的时候。,0,0,0,2
精分酸莓菌,未认证,2023年05月,希望男性能真正意识到生育对你的妻子意味着什么，她承受了松弛、脱发、侧切、漏尿、痔疮、乳腺炎、腹直肌分离等巨大的肉体上的痛苦，同时还要承受自我认同低下、产后抑郁等精神上的创伤。从某种意义上来说，如果你真的爱这个女人，你就不会舍得让她吃这么多苦、受这么大罪。所以，请发自内心地尊重她的​展开c,0,0,0,2
就猶如你在看著明鏡,未认证,2023年05月,//@午后的水妖:既然他们认为“独立女性的副作用是生育下降”，那么在他们的认知中：1-婚内生育是性别压迫而非自主权利；2-婚内生育是不自然的；3-婚内生育是女性不独立的表现。4-他们希望婚内生育多一些。这不就是召唤奴隶制吗？,0,0,0,2
陈见夏a,未认证,2023年05月,下午看了电影受益人大鹏和柳岩主演的。身为女性我对柳岩的角色感触很深。从小随妈妈在广东打工，听不懂广东话被歧视，后来她妈死了，老爸神志不清又瘫痪，弟弟只知道伸手要钱，重女轻男的家庭，她扛起重担，做擦边女主播赚钱，以为遇到一个真心爱她的人，不计较她的家庭，年纪，不能生育，性格大大咧​展开c,0,0,0,0
天娇丶,未认证,2023年05月,简述对生育小孩的见解！//@沈东军:自己已经不快乐了，再拉几个人来到这个世界受罪，这个逻辑看不懂。//@姜汝祥-:大多数人正好相反，他们觉得自己很苦，生一个小孩来让自己快乐,0,0,0,2
星弧权益,微博官方认证,2023年05月,【#专家谈如何让大家敢生孩子#：建立健全完善的社会保障体系，不知道明天会发生什么谁敢生？】日前，中国经济体制改革研究会原副会长陈剑表示，“随着生活的好转，对生育率的下降是不可阻挡的。最重要的是建设一个常态的现代国家，建立健全完善的社会保障体系，这样大家对未来有个清晰的预期。​展开c,0,0,0,0
三颗奶兔糖,未认证,2023年05月,支持过a4纸的人，今年在拿生育率来说事真的会被我创死!​,0,0,0,2
社科练习生z,未认证,2023年05月,//@理白君:21世纪了，醒醒！生育权是人的基本权力，不管生不生都是个人自由，要想鼓励生育就有点实际行动//@PRND21:生儿育女不是基本责任，连这点儿常识都没有的吗？//@半耕农:讲的有点直但生儿育女不是基本责任嘛否则没有未来//@PRND21:味儿太足了//@李淼李三水:评论配图,0,0,0,2
潘小姐的起司宝宝,未认证,2023年05月,和群里姐妹讨论计划啥时候生娃，哈哈哈大家的想法都出奇的一致，能拖则托！虽然嘴上这么说，其实内心还是挺着急的，因为越早生身体恢复的越快，这点大家都心知肚明。我表妹说她25岁生一胎就跟“母鸡下蛋”似的贼拉快，生完体重差不多就恢复孕前了，让我这36岁才试莞生娃的老母亲羡慕地流下两行泪，不​展开c,0,0,0,2
天心明月zichengqingling,未认证,2023年05月,@大白的妈妈呀:有些穷人富人愿意多生就让他们生，但是不愿意生的请尊重。//@莫得感情呢打桩机:孩子生下来跟着你们吃苦受累，还恬不知耻的说，艰苦奋斗//@一夕笑谈丶:每个人都有自己生育的权利，原始人类过着茹毛饮血的日子不还是该生就生,0,0,0,2
一任风筛,未认证,2023年05月,//@小竹子林:生育问题都要找男专家聊，可闭嘴吧//@小竹子林:能不能不要什么问题就找个男性“权威专家”,0,0,0,2
NakaY_,未认证,2023年05月,//@午后的水妖:既然他们认为“独立女性的副作用是生育下降”，那么在他们的认知中：1-婚内生育是性别压迫而非自主权利；2-婚内生育是不自然的；3-婚内生育是女性不独立的表现。4-他们希望婚内生育多一些。这不就是召唤奴隶制吗？,0,0,0,2
everyday都在碎碎念,未认证,2023年05月,//@琉玄:暴露的思想：（1）他关心没人结婚就没人生孩子了，但是没关心过生女儿的越来越少，他的视野就只有“男性人类”；（2）只有女人能生孩子，他自己不能生还在那里指点江山要求女人对人类负责；（3）“如果不是有催婚催育文化…”的说法，根本就是在说逼人生育有理！就是要逼迫。,0,0,0,2
擷梅,微博个人认证,2023年05月,//@骨灰级yyuu:这些男人还是没有把女性当成真正的生育主体看待//@我是一只海獭:永远学不会把女人当人//@小竹子林:生育问题都要找男专家聊，可闭嘴吧//@小竹子林:能不能不要什么问题就找个男性“权威专家”,0,0,0,2
风中听竹dingdingding,未认证,2023年05月,有道理//@黎万忠:逻辑一致//@麻烦不麻烦的噻:你看，他衡量一个人的价值是有没有生育能力，所以男人没有价值。,0,0,0,0
原生态三视图鸭锁骨,未认证,2023年05月,做梦梦到生了个孩子，并且我还展现出了母爱，这个梦真的…难道是上帝安排的梦？托梦来提高生育率？太可怕了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊​,0,0,0,2
神话维pirate京girl,未认证,2023年05月,这就是全社会顺着自由意志下加入婚姻父权家庭的已婚妻妓/大婆教小女奸的坏处，已婚妻妓说什么，大家都惯着什么，已婚妻妓说，所有女人都有义务帮助它们捍卫它们和男人的性纽带父权婚姻家庭，都必须为了已婚女和男人的性纽带婚姻父权家庭，牺牲她们的恋爱自由和生育自主权，大家就屁颠屁颠的听从的结果,0,0,0,2
燕西楚,未认证,2023年05月,//@move_on0514:传统分工，女性不干了。新型分工形式，没有明确形成。但是，社会要学着接受的是，不是每位女性都想生孩子，不是每位女性都想和男性组建家庭。单身女性不生育，对社会有很大的负面影响，那么，这个社会可以为单身女性做些什么？,0,0,0,1
上市资料财经翻译,微博个人认证,2023年05月,如果政府真的鼓励生育的话，那就把这两个孩子政府出钱把他们养活起来。这样才有真正的鼓励生育意义，不然的话谁敢生啊？年轻人也不敢生。遇到敢生的，政府就应该拿出真材实料的鼓励。,0,0,0,0
划德bat,未认证,2023年05月,《满足单身生育的意愿》天呐，你把女人当子宫使吗,0,0,0,0
夜寒轩kl,未认证,2023年05月,转*我支持的前提是男人能生孩子，且家务养孩子做饭也承担一半，否则我认为对女性依然不公平，男人不能生孩子不能阵痛没有刨腹的经历就不要拿这些来说公平，本身在生育上没有付出就应该在其它方面让渡，另外在传统家庭模式中，女性会承受来自男方父母的精神摧残，这也应该在让渡中有补偿体现。​,0,0,2,2
浨祌,未认证,2023年05月,//@我叫猛犸象总行了吧:毕竟哪个女的会把配偶打死或者拐卖人口当发泄和生育对象呢女的说说玩笑话，男的就不一样咯，别揣着明白装糊涂//@Deirdreeee-:我也看过这个视频不过是男的版本的评论区画风完全不一样,0,0,0,2
解语棠棣,未认证,2023年05月,//@不要温和地走进良夜a:有一种为了生育率小不忍则乱大谋的感觉,0,0,0,2
阿陵不想工作,未认证,2023年05月,//@刀卜卜:完全以“生育”角度去定义女性，好“男本位”的发言。//@午后的水妖:既然他们认为“独立女性的副作用是生育下降”，那么在他们的认知中：1婚内生育是性别压迫而非自主权利；2婚内生育是不自然的；3婚内生育是女性不独立的表现。4他们希望婚内生育多一些。这不就是召唤奴隶制吗？,0,0,0,2
皆我所愿szd,微博个人认证,2023年05月,#专家谈如何让大家敢生孩子#房价，医疗，教育、工作、退休，解决了这几大难题，生育率自然就提高了#西安石油大学招聘萝卜岗##高校回应研究生招聘有30岁考生被录取#​,0,0,3,0
匡匡撞大大大运,未认证,2023年05月,哈哈哈哈哈哈哈哈笑死难怪那么短，各种意义上的短//@猫猫头看世界:男人一辈子无法生育，怪不得活得那么短，什么都短短的,0,0,0,2
达州司法,微博官方认证,2023年05月,【请鼓起勇气戒烟！】#达达分享#①饭后一根烟，赛过活神仙？②吸烟能减肥？③现在挺健康，没必要戒？④高价烟、进口烟危害小？⑤吸烟和智商无关？⑥吸烟不影响生育质量？⑦吸烟有利于社交？⑧吸烟是个人爱好，别人无权干涉？#今天世界无烟日#戒烟小课堂助你早日“熄烟”！转给关心的TA！​​​​展开c,1,5,4,0
